Marital_status,Application_mode,Application_order,Daytime_evening_attendance,Previous_qualification_grade,Mothers_qualification,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
1,7,1,1,130.0,1,125.1,0,1,0,0,0,27,6,8,0,0.0,0,5,6,0,0.0,0,0
1,1,1,1,133.1,19,110.0,1,0,1,0,1,21,6,8,6,13.285714285714286,0,6,11,6,13.0,0,1
1,1,1,1,134.0,1,129.8,0,0,1,0,1,20,6,6,6,11.666666666666666,0,6,8,6,11.166666666666666,0,1
1,17,1,1,125.0,19,114.9,0,0,1,0,1,19,6,13,6,11.5,0,6,9,5,12.2,0,1
1,1,1,1,141.0,37,125.6,1,0,1,0,1,22,7,9,6,13.081666666666669,0,8,12,6,13.15,0,1
1,18,3,1,138.0,38,125.1,1,0,1,0,1,19,6,6,6,12.666666666666666,0,6,6,6,13.0,0,1
1,17,1,1,116.0,37,115.7,1,1,0,0,0,19,6,6,3,11.333333333333334,0,6,6,0,0.0,0,0
1,1,3,1,122.0,3,112.6,1,0,1,0,0,23,6,8,5,13.6,0,6,8,5,11.6,0,1
1,1,3,1,131.0,1,127.2,1,0,1,0,1,18,6,6,6,13.166666666666666,0,6,7,5,13.2,0,0
1,44,1,1,140.0,1,140.0,0,0,1,0,0,19,6,0,0,0.0,0,6,0,0,0.0,0,0
1,44,1,1,140.0,1,140.0,1,0,1,0,0,20,6,10,5,11.666666666666666,0,6,7,5,12.6,0,1
1,1,4,1,127.0,1,120.4,1,0,1,0,1,19,6,6,6,13.5,0,6,7,6,13.428571428571429,0,1
1,39,1,1,133.1,37,100.0,1,1,0,0,1,26,6,7,0,0.0,0,6,6,0,0.0,0,0
1,1,1,1,117.0,1,113.5,1,0,1,0,1,18,6,6,6,13.166666666666666,0,6,7,6,14.142857142857142,0,1
1,1,1,1,150.0,37,132.1,1,1,1,0,0,29,5,11,4,12.5,2,5,11,2,12.5,0,0
1,44,1,1,160.0,3,160.0,1,0,0,0,0,20,6,10,6,13.375,0,6,10,6,13.0,0,1
1,1,1,1,128.0,19,126.3,1,0,1,0,0,19,6,6,6,13.166666666666666,0,6,6,6,12.666666666666666,0,1
1,44,1,1,160.0,1,160.0,1,0,1,0,0,23,6,12,4,13.4,0,6,17,2,13.5,0,1
1,43,1,1,126.0,2,100.0,0,0,1,0,0,25,7,10,3,13.0,0,8,10,3,11.666666666666666,4,1
1,18,1,1,135.0,3,125.8,1,0,1,0,0,18,8,8,7,13.154285714285717,0,8,8,7,13.154285714285717,0,1
1,1,3,1,139.0,1,142.2,1,0,1,0,1,19,6,6,6,12.833333333333334,0,6,6,6,12.833333333333334,0,1
1,17,2,1,125.0,1,119.4,1,0,1,0,0,18,7,10,7,12.142857142857142,0,7,7,7,13.142857142857142,0,1
1,1,2,1,106.0,1,106.4,1,0,1,0,1,19,7,9,5,13.34,0,7,9,6,12.385714285714286,0,1
1,7,1,0,120.0,37,120.0,0,0,1,0,0,36,10,15,4,13.0,0,9,10,4,13.75,0,0
1,44,1,1,150.0,1,150.0,0,0,1,1,1,20,6,18,3,12.0,0,6,17,3,11.666666666666666,0,1
1,17,2,1,130.0,1,148.6,1,0,1,1,0,20,0,0,0,0.0,0,0,0,0,0.0,0,0
1,1,1,1,116.0,38,108.7,1,0,1,1,0,18,6,9,5,11.0,0,6,12,0,0.0,0,0
1,44,1,1,130.0,3,130.0,0,0,1,1,0,19,6,8,5,11.5,0,6,11,6,11.333333333333334,0,1
1,17,1,1,140.0,1,124.6,1,1,0,1,0,20,9,9,3,13.333333333333334,0,6,6,2,12.5,0,0
1,1,2,1,134.0,19,131.0,1,0,1,1,0,18,7,9,7,14.594444444444443,0,8,10,8,13.472,0,1
1,44,1,1,130.0,3,130.0,1,1,1,1,0,20,6,9,4,11.0,0,6,13,3,10.666666666666666,0,0
1,18,1,1,122.0,19,116.1,1,1,0,1,0,24,5,8,0,0.0,0,5,5,0,0.0,0,0
1,17,1,1,128.0,19,125.6,1,0,1,1,0,19,6,6,0,0.0,0,6,0,0,0.0,0,0
1,17,1,1,130.0,19,121.3,1,0,1,1,0,18,5,9,1,12.0,0,5,10,2,12.0,3,0
1,1,3,1,113.0,4,107.4,1,0,1,1,0,18,5,8,5,14.0,0,5,6,5,13.2,0,1
1,1,1,1,126.0,1,116.9,0,0,1,1,0,18,6,8,6,13.571428571428571,0,6,7,5,11.8,0,1
1,43,2,1,135.0,3,123.5,1,0,1,1,0,22,6,12,0,0.0,0,6,6,0,0.0,0,0
1,1,1,1,141.0,19,130.5,0,0,1,1,0,19,6,8,6,14.25,0,6,7,6,13.857142857142858,0,1
2,39,1,1,133.1,1,140.0,1,1,0,0,0,32,6,7,0,0.0,0,6,6,0,0.0,0,0
1,17,1,1,133.1,34,117.1,1,0,1,0,1,21,6,12,0,0.0,0,6,12,0,0.0,0,0
1,18,1,1,144.0,37,127.5,1,0,1,0,1,19,8,8,7,13.542857142857144,0,8,8,7,13.542857142857144,0,1
4,43,1,0,140.0,38,126.0,0,0,1,0,1,39,9,9,9,13.11111111111111,0,7,10,7,11.714285714285714,0,1
1,43,1,0,100.0,34,113.0,1,0,1,0,0,30,9,11,9,12.666666666666666,0,7,7,7,12.142857142857142,0,1
1,1,1,1,135.0,1,130.1,1,0,1,0,0,18,5,10,4,10.75,1,5,13,2,10.0,0,0
2,43,1,0,130.0,37,110.0,1,0,1,0,0,38,10,14,4,10.75,0,10,10,2,10.0,0,0
1,1,3,1,147.0,34,135.8,1,0,1,0,0,20,6,6,6,13.666666666666666,0,6,6,6,13.333333333333334,0,1
1,39,1,0,149.0,34,126.3,0,0,1,0,0,55,6,6,6,13.833333333333334,0,6,6,6,12.833333333333334,0,1
4,27,1,1,130.0,34,130.0,0,0,1,0,0,53,18,18,17,13.176470588235292,0,18,18,16,13.0,0,0
2,39,1,0,120.0,34,104.0,0,0,1,0,0,54,6,8,4,12.75,0,6,12,5,12.6,0,0
1,43,1,1,125.0,37,123.6,1,0,1,0,1,18,7,8,5,12.86,0,7,8,5,12.86,0,1
1,39,1,0,133.1,37,121.0,0,1,0,0,0,44,8,12,4,12.0,2,7,9,4,12.0,2,0
1,43,1,1,149.0,37,130.5,1,0,1,0,0,28,11,11,9,11.666666666666666,0,11,13,9,12.555555555555555,0,1
1,7,1,0,180.0,19,180.0,0,0,1,0,0,37,14,14,14,16.5,0,11,11,11,16.90909090909091,0,1
1,43,1,1,110.0,14,112.5,1,0,1,0,0,20,10,14,9,12.333333333333334,0,7,10,7,11.77777777777778,0,1
1,1,3,1,131.0,19,126.1,1,0,1,0,0,18,7,8,7,12.59125,0,8,11,7,12.820000000000002,0,1
1,1,1,1,117.0,19,111.8,1,0,1,1,0,19,6,9,4,11.5,0,6,12,3,11.0,0,0
1,17,1,1,120.0,38,131.4,1,0,1,1,1,23,18,19,18,11.894736842105264,0,13,13,13,12.923076923076923,0,1
1,17,1,1,160.0,19,144.3,0,0,1,1,0,22,6,0,0,0.0,0,6,0,0,0.0,0,0
1,39,1,1,100.0,3,115.0,0,0,0,1,0,24,6,0,0,0.0,0,6,0,0,0.0,0,0
1,44,1,1,140.0,4,120.0,1,0,1,1,0,22,6,13,5,13.0,0,6,13,2,11.5,0,1
1,39,1,1,160.0,1,168.6,0,0,1,1,0,26,6,9,0,0.0,0,6,6,0,0.0,0,0
1,17,6,1,141.0,37,127.7,1,0,1,1,0,18,6,6,6,15.166666666666666,0,6,6,6,14.833333333333334,0,1
1,44,1,1,130.0,38,150.0,0,0,1,1,0,24,6,8,4,11.75,0,6,8,2,13.5,0,0
1,1,1,1,142.0,1,129.8,1,0,1,1,0,18,5,5,0,0.0,0,5,6,1,15.0,0,1
1,1,1,1,130.0,1,135.6,1,0,1,1,0,26,0,0,0,0.0,0,0,0,0,0.0,0,0
1,39,1,1,133.1,37,100.0,0,0,1,1,0,27,6,11,3,11.333333333333334,0,6,10,3,14.75,0,0
1,44,1,1,140.0,37,140.0,1,0,1,1,1,20,6,10,5,12.6,0,6,6,5,13.2,0,1
1,1,1,1,129.0,12,124.1,1,0,1,1,0,19,5,10,0,0.0,0,5,10,1,14.0,3,0
1,1,1,1,148.0,38,131.6,0,0,1,1,1,18,6,8,6,15.5,0,6,9,4,15.5,0,0
1,1,3,1,143.0,1,129.0,1,0,1,1,0,18,8,8,7,12.365714285714288,0,8,8,7,12.365714285714288,0,1
1,17,1,1,128.0,37,135.7,1,0,1,1,0,19,6,7,5,13.2,0,6,10,5,13.25,0,1
1,43,1,1,100.0,37,108.0,1,0,1,1,0,34,12,12,7,11.428571428571429,0,12,12,7,11.857142857142858,0,1
1,1,1,1,116.0,38,110.8,1,0,1,1,0,19,6,0,0,0.0,0,6,0,0,0.0,0,0
1,1,1,1,128.0,1,124.5,0,0,1,1,1,19,6,10,4,14.0,0,6,9,6,12.333333333333334,0,1
2,39,1,1,120.0,2,100.0,0,0,1,1,0,30,12,12,3,12.0,0,12,16,5,11.8,0,0
1,43,1,1,121.0,1,123.8,0,0,0,1,0,22,4,4,0,0.0,4,5,8,3,12.0,0,0
1,17,1,1,137.0,3,131.4,0,0,0,1,0,19,5,13,4,10.0,0,5,7,3,11.333333333333334,0,0
1,1,1,1,115.0,38,118.5,0,0,1,1,0,21,5,9,1,10.0,0,5,10,1,10.0,0,0
1,1,2,1,129.0,37,122.0,1,0,0,1,0,22,0,0,0,0.0,0,0,0,0,0.0,0,0
1,1,1,1,125.0,37,122.9,0,0,1,1,1,19,6,7,6,11.166666666666666,0,6,12,3,11.666666666666666,0,1
1,1,1,1,125.0,19,118.7,0,0,1,1,0,20,6,12,4,11.75,0,6,13,3,11.333333333333334,0,1
1,39,1,1,133.1,3,100.0,1,0,1,1,0,35,6,13,3,11.75,0,6,10,0,0.0,0,0
1,16,2,1,131.0,37,135.9,1,0,1,1,0,20,5,8,1,10.0,0,5,7,1,11.0,0,0
1,1,1,1,133.1,6,138.4,0,0,1,1,0,21,5,8,3,14.0,0,5,5,5,12.8,0,1
1,39,1,1,133.1,34,128.2,0,1,0,1,0,27,5,5,0,0.0,0,5,5,0,0.0,0,0
1,43,1,1,114.0,37,107.4,1,0,0,1,0,26,6,12,3,12.0,0,6,15,0,0.0,0,0
1,17,1,1,127.0,1,129.8,0,0,0,1,0,20,6,10,0,0.0,0,5,10,0,0.0,0,0
1,39,1,1,130.0,37,100.0,0,1,0,1,0,28,10,19,8,11.88888888888889,0,8,17,5,11.6,1,0
1,1,3,1,121.0,19,113.0,1,0,1,1,0,19,6,6,6,13.833333333333334,0,6,6,6,13.666666666666666,0,1
1,43,1,0,120.0,37,107.0,0,0,0,1,0,47,5,5,0,0.0,0,5,5,0,0.0,0,0
4,39,1,1,120.0,37,130.0,0,0,0,1,0,55,6,8,5,11.4,0,6,9,5,12.4,0,0
1,43,1,1,120.0,37,120.0,1,0,1,1,0,39,6,8,0,0.0,0,6,8,2,11.0,0,0
2,1,1,1,120.0,37,120.5,1,1,1,1,0,35,17,17,14,10.642857142857142,1,12,12,12,10.666666666666666,0,0
1,39,1,1,133.1,37,120.5,0,0,0,1,0,32,6,10,2,11.0,0,6,12,0,0.0,0,0
1,1,4,1,124.0,3,137.0,1,0,1,1,0,20,6,6,6,16.833333333333332,0,6,6,6,16.666666666666668,0,1
1,39,1,1,150.0,37,115.0,0,0,1,1,0,36,6,8,6,13.571428571428571,0,6,9,5,13.2,0,1
1,39,1,0,133.1,38,142.7,0,1,1,1,1,34,5,11,5,14.714285714285714,0,5,14,5,14.375,5,1
1,1,1,1,116.0,38,116.7,1,0,1,1,0,21,5,8,0,0.0,0,5,5,0,0.0,0,0
1,43,1,0,133.1,37,136.1,0,0,1,1,1,42,5,14,1,10.0,0,5,14,1,11.0,0,0
1,39,1,1,133.1,37,134.3,0,0,1,1,0,25,6,15,1,11.0,0,6,13,4,11.75,0,0
1,18,1,1,167.0,38,153.0,1,0,1,1,1,18,6,6,1,11.0,0,6,0,0,0.0,0,0
1,1,1,1,140.0,19,132.0,0,0,1,1,1,18,6,6,5,12.0,0,6,6,6,12.833333333333334,0,1
1,1,2,1,124.0,38,129.6,1,0,1,1,0,19,6,10,6,11.125,0,6,7,6,11.857142857142858,0,1
1,43,1,1,110.0,3,105.0,0,1,0,1,0,34,6,13,3,11.333333333333334,0,6,8,2,11.5,0,0
1,17,2,1,150.0,1,130.8,0,0,1,1,0,20,6,15,2,12.0,0,6,12,0,0.0,0,0
1,1,1,1,123.0,37,119.7,0,0,1,1,0,20,7,8,0,0.0,1,7,7,0,0.0,0,0
1,17,1,1,152.0,19,132.5,0,0,1,1,0,21,8,8,7,14.54,0,8,8,7,14.54,0,1
1,44,1,1,130.0,1,130.0,1,0,1,1,0,19,6,9,6,12.166666666666666,0,6,14,4,13.0,0,1
1,39,1,1,133.1,1,120.0,0,1,0,1,0,31,5,13,4,13.5,1,5,12,3,11.666666666666666,1,0
1,17,1,1,133.1,1,150.0,0,0,1,1,0,21,6,8,6,14.75,0,6,9,5,14.333333333333334,0,1
1,1,1,1,124.0,38,115.6,0,0,1,1,1,20,5,8,5,12.375,0,5,7,5,11.666666666666666,0,1
1,43,2,1,119.1,1,119.1,0,0,1,1,0,22,7,7,6,12.733333333333334,0,7,7,6,12.733333333333334,0,1
1,1,2,1,128.0,19,123.5,1,0,0,1,0,19,6,9,4,12.5,0,6,6,0,0.0,0,0
1,39,1,1,133.1,1,120.0,1,1,0,1,0,41,5,5,0,0.0,1,5,5,0,0.0,5,0
1,43,1,1,133.1,34,110.0,1,0,1,1,0,27,7,7,0,0.0,6,7,7,0,0.0,6,0
1,17,1,1,145.0,1,131.4,0,0,1,0,0,19,7,7,7,13.44285714285714,0,8,8,7,13.771428571428572,0,0
1,18,2,1,141.0,1,126.8,1,0,1,0,1,20,8,8,8,14.2,0,8,8,8,14.2,0,1
1,43,4,1,118.9,38,118.9,1,0,1,0,1,19,7,7,6,13.55,0,7,7,6,13.55,0,1
2,39,1,0,160.0,37,160.0,0,0,1,0,0,35,5,5,5,11.6,0,5,6,5,11.166666666666666,0,1
1,17,5,1,111.0,19,115.9,1,0,1,0,0,22,6,7,6,13.571428571428571,0,6,7,6,15.285714285714286,0,1
1,1,2,1,111.0,1,109.3,1,0,1,0,1,20,6,6,6,13.833333333333334,0,6,6,6,15.0,0,1
1,1,1,1,123.0,37,113.9,1,1,0,0,0,18,6,7,4,11.25,0,6,9,4,10.857142857142858,0,0
1,1,1,1,133.0,37,121.8,1,0,1,0,1,18,6,7,5,10.2,0,6,9,4,11.25,0,1
1,7,1,1,140.0,1,140.0,0,0,1,0,0,30,8,8,7,15.675714285714283,0,8,8,7,15.675714285714283,0,1
1,18,1,1,122.0,38,114.7,0,1,1,0,1,18,6,9,6,10.833333333333334,0,6,8,6,12.0,0,1
1,1,1,1,128.0,19,120.0,1,0,1,0,1,20,6,6,6,14.5,0,6,7,5,15.0,0,1
1,1,1,1,108.0,19,107.3,0,0,1,0,1,19,6,12,4,10.4,0,6,11,4,10.75,0,1
1,17,1,1,139.0,38,136.2,0,0,1,0,0,19,5,7,5,13.0,1,5,7,5,13.333333333333334,0,1
1,1,2,1,130.0,1,119.5,1,0,1,0,1,21,7,7,7,12.242857142857144,0,8,8,8,14.125,0,1
1,18,1,1,133.1,1,106.0,1,1,1,0,0,21,7,7,7,13.0,0,7,8,6,12.5,0,1
1,1,4,1,130.0,1,124.1,1,0,1,0,0,18,6,6,6,14.166666666666666,0,6,7,6,13.428571428571429,0,1
1,1,3,1,143.0,1,133.2,1,0,1,0,1,18,5,11,4,14.25,0,5,7,4,12.5,0,1
4,39,1,1,110.0,37,110.0,0,0,0,0,0,35,5,14,1,12.0,2,5,11,2,10.5,1,0
1,1,6,1,120.0,1,114.8,1,0,1,0,0,21,7,11,4,13.25,0,7,9,5,13.82,0,1
1,1,1,1,140.0,38,130.0,1,0,1,1,1,18,7,7,6,13.183333333333332,0,7,7,6,13.183333333333332,0,1
1,17,5,1,125.0,19,122.6,1,0,1,1,0,22,6,6,1,11.0,0,6,6,0,0.0,0,1
1,17,1,1,134.0,38,133.5,1,0,1,1,1,20,7,8,7,11.9725,0,8,8,8,12.65125,0,1
2,39,1,1,130.0,37,120.0,1,0,1,0,0,34,6,7,5,12.4,0,6,8,5,12.8,0,1
2,7,1,1,120.0,37,120.0,0,0,1,0,0,33,8,9,5,12.6,2,7,13,5,11.25,0,1
1,1,3,1,142.0,37,137.3,1,0,1,0,1,22,7,7,6,13.9,0,7,7,6,13.9,0,1
1,17,3,1,127.0,37,123.5,1,0,1,0,1,20,6,11,4,11.5,0,6,12,3,11.0,0,1
2,39,1,1,140.0,37,131.8,0,0,1,0,0,35,5,6,4,14.2,0,5,10,4,11.857142857142858,0,1
2,39,1,1,140.0,38,130.0,1,0,0,0,0,39,5,12,3,10.666666666666666,2,5,15,3,10.666666666666666,0,0
1,18,6,1,142.0,38,128.0,1,0,0,0,0,19,7,14,0,0.0,0,8,0,0,0.0,0,0
4,39,1,1,120.0,37,95.0,0,0,1,0,1,36,6,10,6,11.0,0,6,14,3,11.333333333333334,0,1
1,1,2,1,124.0,37,116.0,1,0,1,0,1,21,8,8,7,13.957142857142856,0,8,8,7,13.957142857142856,0,1
1,1,1,1,157.0,3,136.7,1,0,1,0,0,22,6,11,4,12.5,1,6,13,3,13.666666666666666,0,1
2,39,1,1,126.6,38,107.5,0,1,1,0,1,42,6,8,6,13.333333333333334,0,6,7,6,15.285714285714286,0,1
1,39,1,1,110.0,37,108.4,1,0,1,0,0,34,5,5,0,0.0,0,5,6,0,0.0,0,0
1,17,1,1,144.0,19,130.7,1,0,1,0,0,20,6,9,6,11.666666666666666,0,6,8,5,11.6,0,1
2,44,1,0,160.0,37,155.9,0,0,1,0,0,33,6,7,6,15.714285714285714,0,6,7,6,15.5,0,1
1,1,4,1,105.0,1,106.1,1,0,1,0,0,20,6,8,5,11.0,0,6,9,5,11.4,0,1
1,1,2,1,130.0,26,128.6,1,1,1,0,0,19,5,8,4,12.25,0,5,7,4,12.75,2,1
2,43,1,0,140.0,37,140.0,0,1,1,0,0,34,10,25,5,12.2,0,9,18,8,12.22222222222222,0,0
1,1,1,1,138.0,37,145.0,1,0,1,0,0,18,5,6,5,13.0,0,5,5,5,14.0,0,1
1,17,1,0,120.0,38,113.0,0,0,1,0,1,24,6,11,4,12.0,0,6,7,6,13.0,0,1
1,1,1,1,135.0,19,137.1,1,0,1,0,0,18,6,6,6,13.333333333333334,0,6,7,6,12.333333333333334,0,1
1,1,1,1,119.0,37,119.7,1,0,1,0,0,20,5,6,3,13.0,0,5,7,3,13.0,1,1
1,17,1,1,121.0,1,120.5,1,0,1,0,0,21,8,8,7,12.91,0,8,8,7,12.91,0,1
1,1,5,1,126.0,38,125.7,1,0,1,0,1,19,6,8,6,11.0,0,6,13,3,11.0,0,1
1,17,4,1,132.0,38,125.5,0,0,1,0,1,19,7,8,6,13.579999999999998,0,8,8,8,12.93625,0,1
1,1,1,1,128.0,19,124.5,1,0,1,0,1,18,6,10,4,12.4,0,6,8,6,12.5,0,1
4,39,1,0,160.0,37,126.0,0,0,1,0,1,38,9,13,8,12.88888888888889,0,7,9,7,13.0,0,1
1,1,1,1,125.0,19,136.2,1,1,1,1,0,21,12,12,11,11.545454545454543,0,11,18,9,11.7,1,1
1,43,1,1,127.0,1,124.2,1,0,1,1,0,23,5,6,1,10.0,0,5,5,0,0.0,0,1
1,17,5,1,147.0,19,138.5,1,0,1,0,0,19,8,8,8,14.34125,0,8,8,8,14.34125,0,1
1,1,2,1,130.0,38,122.3,1,1,0,0,0,18,6,8,6,14.142857142857142,0,6,6,5,12.0,0,0
1,1,6,1,134.0,19,126.0,1,0,1,0,1,18,0,0,0,0.0,0,0,0,0,0.0,0,1
1,39,1,1,140.0,19,135.4,1,0,1,0,0,24,6,10,5,11.8,0,6,13,4,11.25,0,1
1,1,1,1,151.0,1,146.5,0,0,1,0,1,18,6,6,6,13.333333333333334,0,6,6,6,14.166666666666666,0,1
1,1,1,1,132.0,3,121.9,1,0,1,0,0,18,6,8,6,14.5,0,6,9,6,12.857142857142858,0,1
1,7,1,0,130.0,19,130.0,0,0,1,0,0,26,10,13,8,12.666666666666666,0,10,12,10,13.4,0,1
1,1,1,1,126.0,19,115.2,0,1,1,0,0,19,5,13,1,10.0,0,5,8,2,10.0,0,1
1,18,3,1,119.0,38,115.2,1,0,1,0,1,19,6,10,0,0.0,0,6,6,0,0.0,0,0
1,1,1,1,123.0,38,125.1,0,0,1,0,0,19,6,12,4,11.0,0,6,6,4,12.5,0,1
1,1,1,1,106.0,37,108.0,1,1,1,0,0,20,5,10,2,12.0,2,5,9,4,11.0,0,0
1,1,3,1,121.0,19,125.9,1,0,1,0,0,22,6,10,4,10.0,0,6,12,2,13.5,0,1
1,1,2,1,138.0,19,128.0,1,0,1,0,0,19,7,7,7,14.20857142857143,0,8,9,8,15.127777777777778,0,1
1,1,5,1,118.0,3,113.5,1,0,1,0,0,20,7,7,7,14.30714285714286,0,8,8,8,15.0125,0,1
2,39,1,1,120.0,37,124.6,0,0,1,0,0,36,5,8,3,11.0,0,5,12,4,13.375,0,1
1,39,1,1,133.1,19,116.0,1,0,1,0,0,29,7,14,0,0.0,0,6,6,0,0.0,0,0
1,17,3,1,141.0,3,124.9,1,0,1,0,0,19,6,10,6,12.0,0,6,12,4,11.0,0,1
5,39,1,1,180.0,1,140.5,0,1,0,0,0,24,5,0,0,0.0,0,5,0,0,0.0,0,0
5,39,1,1,180.0,1,179.6,0,1,0,0,0,27,6,6,0,0.0,0,6,7,0,0.0,0,0
1,17,1,1,115.0,37,116.1,1,0,1,0,1,18,6,7,6,13.857142857142858,0,6,7,6,14.285714285714286,0,1
1,17,2,1,142.0,3,139.4,1,0,1,0,1,18,0,0,0,0.0,0,0,0,0,0.0,0,1
1,17,4,1,135.0,38,129.0,1,0,1,0,0,21,7,0,0,0.0,0,7,0,0,0.0,0,0
2,39,1,1,150.0,37,135.6,0,0,1,0,1,43,6,8,5,11.0,0,6,9,5,13.0,0,1
1,43,1,1,153.0,1,147.8,0,0,1,0,1,18,5,9,5,13.2,0,5,13,5,14.4,5,1
1,18,1,1,153.0,37,138.0,1,0,1,0,1,21,6,7,6,13.5,0,6,6,3,15.333333333333334,0,0
1,7,1,1,150.0,6,150.0,0,0,1,0,0,26,5,5,0,0.0,0,5,0,0,0.0,0,0
1,1,6,1,144.0,1,130.8,1,0,1,0,1,19,8,8,7,14.214285714285714,0,8,8,7,14.214285714285714,0,1
1,1,1,1,130.0,37,122.6,0,0,1,0,0,18,5,5,5,13.0,0,5,5,5,12.4,0,1
1,1,1,1,125.0,3,119.1,1,0,1,0,0,22,6,13,2,12.0,0,6,14,1,10.0,0,0
1,39,1,1,133.1,1,111.8,1,0,1,0,0,27,7,0,0,0.0,0,8,0,0,0.0,0,0
1,1,3,1,133.0,38,125.0,1,0,1,0,0,18,5,6,5,12.8,1,5,6,5,12.6,0,1
1,17,1,1,140.0,37,129.9,0,0,1,0,0,19,5,11,4,13.6,2,5,9,4,12.2,0,1
1,17,4,1,133.0,19,131.1,1,0,1,0,0,18,7,7,7,13.971428571428572,0,8,8,8,15.75,0,1
1,1,1,1,154.0,38,141.4,0,0,1,0,1,19,6,8,6,15.0,0,6,9,6,14.857142857142858,0,1
1,39,1,1,133.1,37,120.0,0,0,0,0,0,32,6,0,0,0.0,0,6,0,0,0.0,0,0
1,42,1,1,168.0,37,133.4,1,0,1,0,0,23,26,27,26,15.07777777777778,0,17,17,17,15.023529411764704,0,1
1,17,3,1,132.0,37,127.3,1,0,1,0,0,20,7,7,6,13.383333333333333,0,7,7,6,13.383333333333333,0,1
1,1,1,1,133.1,19,131.8,1,1,1,0,0,20,12,12,12,13.25,0,11,16,10,13.090909090909092,0,1
1,17,1,1,120.0,19,114.8,1,1,0,0,0,19,6,10,5,11.714285714285714,0,6,13,2,10.666666666666666,0,0
1,1,3,1,150.0,19,132.8,1,0,1,0,1,18,8,8,8,13.01125,0,8,8,8,13.01125,0,1
1,44,1,1,140.0,19,140.0,0,0,1,0,0,21,6,12,3,10.666666666666666,2,6,12,4,12.0,0,0
1,1,1,1,103.0,1,108.3,0,0,1,0,1,20,7,14,0,0.0,0,7,15,0,0.0,0,1
1,44,1,1,150.0,3,150.0,1,0,1,0,0,22,6,9,6,13.0,0,6,18,3,12.666666666666666,0,1
1,44,1,0,160.0,37,160.0,0,0,1,0,0,26,5,5,5,12.0,0,5,7,5,11.4,0,1
1,1,1,1,131.0,37,131.7,1,0,1,0,0,20,6,6,6,12.166666666666666,0,6,7,5,13.8,0,1
1,1,1,1,114.0,19,112.6,1,0,1,0,0,19,7,10,6,11.85,0,8,10,7,13.65,0,1
1,39,1,0,120.0,37,111.1,0,0,1,0,0,31,5,8,4,11.0,0,5,6,5,11.2,0,1
1,43,3,1,140.0,1,127.5,1,1,1,0,1,20,7,9,7,12.327777777777778,0,8,10,8,11.736,0,1
1,43,1,1,130.0,19,120.2,1,0,1,0,0,20,5,9,4,12.0,0,5,10,5,13.428571428571429,1,1
1,17,4,1,121.0,37,118.9,1,0,1,0,0,21,7,7,7,14.428571428571429,0,8,9,8,14.511111111111113,0,1
1,1,4,1,130.0,19,119.9,1,0,1,0,0,18,7,7,7,13.78,0,8,8,8,12.6125,0,1
1,17,2,1,141.0,37,127.3,1,0,1,0,1,19,7,7,6,13.8,0,7,7,6,13.8,0,1
1,1,1,1,131.0,19,127.9,1,0,1,0,1,18,7,7,7,14.857142857142858,0,7,7,7,15.142857142857142,0,1
4,39,1,1,133.1,19,133.0,0,0,1,0,0,40,6,8,5,13.0,0,6,7,5,12.6,0,1
1,17,6,1,117.0,1,114.6,0,0,1,0,1,18,6,7,6,12.142857142857142,0,6,6,6,13.333333333333334,0,1
1,1,2,1,151.0,40,144.5,1,0,1,0,0,18,6,7,6,15.666666666666666,0,6,6,6,14.833333333333334,0,1
1,17,1,1,131.0,1,125.4,1,0,1,0,0,19,7,13,5,12.5,0,8,14,7,12.166666666666666,0,1
1,17,1,1,145.0,38,145.0,0,0,1,0,1,19,6,7,6,12.833333333333334,0,6,6,6,13.166666666666666,0,1
1,39,1,1,135.0,38,138.1,0,1,0,0,0,28,6,6,0,0.0,0,6,7,0,0.0,0,0
1,17,1,1,119.0,37,124.6,1,0,1,0,0,20,6,6,6,12.5,0,6,6,6,12.666666666666666,0,1
1,1,2,1,122.0,37,130.8,1,0,1,0,0,18,6,14,4,11.25,0,6,9,5,13.0,0,1
1,1,2,1,155.0,1,140.5,1,0,1,0,0,18,7,7,6,15.25,0,7,7,6,15.25,0,1
1,1,1,1,123.0,19,124.1,1,0,1,0,1,20,5,13,5,14.0,2,5,10,3,12.0,1,1
1,43,1,1,130.0,38,118.4,0,1,1,0,0,28,16,16,13,12.076923076923077,0,13,13,11,12.090909090909092,0,1
1,15,1,1,133.1,43,128.2,0,0,1,0,0,23,16,17,16,14.625,0,10,12,9,14.88888888888889,0,1
1,1,1,1,114.0,19,109.5,1,0,1,0,0,19,7,10,4,10.5,0,7,7,2,10.5,0,0
1,17,1,1,137.0,38,131.1,1,0,1,0,1,18,6,8,6,12.833333333333334,0,6,6,6,12.166666666666666,0,1
1,1,3,1,161.0,37,137.9,0,1,0,0,1,20,6,6,6,12.5,0,6,7,5,11.8,0,1
